          I                 re(RITZ)                 im(RITZ)                 ln|RITZ|                arg(RITZ)
           1  0.56607927565487071       0.69419622081684151      -0.27525649793965418        2.2167700454968364     
           2  0.56607927565487071      -0.69419622081684151      -0.27525649793965418       -2.2167700454968364     
           3  0.56607923229365986       0.69419641374851571      -0.27525615710960338        2.2167704795813177     
           4  0.56607923229365986      -0.69419641374851571      -0.27525615710960338       -2.2167704795813177     
           5  0.78433314044055980       0.48660187367932839      -0.20026983438712431        1.3882151907233706     
           6  0.78433314044055980      -0.48660187367932839      -0.20026983438712431       -1.3882151907233706     
           7  0.78433316843099643       0.48660185766539577      -0.20026979283171073        1.3882151138991625     
           8  0.78433316843099643      -0.48660185766539577      -0.20026979283171073       -1.3882151138991625     
           9  0.92562085764925039       0.22861457157115467      -0.11920965945646178       0.60534778788497712     
          10  0.92562085764925039      -0.22861457157115467      -0.11920965945646178      -0.60534778788497712     
          11  0.92562086785045050       0.22861462779571190      -0.11920959813838941       0.60534792459666065     
          12  0.92562086785045050      -0.22861462779571190      -0.11920959813838941      -0.60534792459666065     
          13  0.99901352654234610        0.0000000000000000       -2.4674008570527402E-003   0.0000000000000000     
          14  0.99605994227179862        0.0000000000000000       -9.8696005116231597E-003   0.0000000000000000     
          15  0.99115669797682482        0.0000000000000000       -2.2206590213861562E-002   0.0000000000000000     
          16  0.98433268736699941        0.0000000000000000       -3.9478355385212174E-002   0.0000000000000000     
          17  0.97562796342899172        0.0000000000000000       -6.1684875624493873E-002   0.0000000000000000     
          18  0.85551345805031742       0.23903642329278726      -0.29617015289132737       0.68114675528023372     
          19  0.85551345805031742      -0.23903642329278726      -0.29617015289132737      -0.68114675528023372     
          20  0.85551339959142880       0.23903626095663910      -0.29617043429792006       0.68114635952494063     
          21  0.85551339959142880      -0.23903626095663910      -0.29617043429792006      -0.68114635952494063     
          22  0.96509334679957359        0.0000000000000000       -8.8826124716600285E-002   0.0000000000000000     
          23  0.95278993151429148        0.0000000000000000      -0.12090207064319991        0.0000000000000000     
          24  0.93878849485776561        0.0000000000000000      -0.15791267559565350        0.0000000000000000     
          25  0.88873217129783266       0.13750788796141269      -0.26532670406362030       0.38376606294116961     
          26  0.88873217129783266      -0.13750788796141269      -0.26532670406362030      -0.38376606294116961     
          27  0.88873218806000864       0.13750792879334678      -0.26532664065801009       0.38376616799088481     
          28  0.88873218806000864      -0.13750792879334678      -0.26532664065801009      -0.38376616799088481     
          29  0.92316881929191663        0.0000000000000000      -0.19985789598955128        0.0000000000000000     
          30  0.90601893554969959        0.0000000000000000      -0.24673768248082950        0.0000000000000000     
